filename,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_var,chroma_cq_mean,chroma_cq_var,chroma_cens_mean,chroma_cens_var,melspectrogram_mean,melspectrogram_var,mfcc_mean,mfcc_var,mfcc_delta_mean,mfcc_delta_var,rmse_mean,rmse_var,cent_mean,cent_var,spec_bw_mean,spec_bw_var,contrast_mean,contrast_var,rolloff_mean,rolloff_var,poly_mean,poly_var,tonnetz_mean,tonnetz_var,zcr_mean,zcr_var,harm_mean,harm_var,perc_mean,perc_var,frame_mean,frame_var,mfcc0_mean,mfcc0_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var
record.wav,151.99908088235293,806,100.75,0.48417303,0.08975482,0.4277306,0.07029083,0.24693438160857614,0.0223567445129234,0.033672012,0.038476754,-18.755472,15079.327,0.06243615,50.965454,0.03924212,0.00081214716,999.7231669409316,96104.38359882472,1152.7054479286885,94182.46111530726,18.10417459254527,179.16870197480742,1526.6164097850678,1526.6164097850678,0.2725294617645474,0.2725294617645474,0.010303109711272072,0.009876928338247356,0.06098654906674208,0.00034686538423860894,-2.6020848e-06,0.0013884457,-1.7586777e-05,0.00047077556,2.561934996220711,2.3417549734707013,-502.12537,17889.602,178.90884,1847.428,-6.9263105,624.1081,-17.17986,246.50894,-14.722535,429.46274,15.425704,102.97479,-14.499154,208.51152,-10.55406,146.0014,4.638645,155.26324,-9.623314,123.18921,8.591993,130.52646,12.534216,161.18005,1.3166873,107.10562,-0.06562536,63.428738,-9.950011,89.88962,-1.7586327,84.99933,-11.126899,113.766495,5.894416,100.56858,0.44239593,69.694046,-4.3306317,43.631893
